5.0,10,3.0,2.0,-3.0,3.0,0.0,8.250146627565982,0.18905180840664712,0.09374389051808407,0.05982404692082111,2335
5.0,80,3.0,2.0,-3.0,3.0,0.0,8.619061583577713,0.6822091886608016,0.1260019550342131,0.05913978494623656,18367
5.0,1000,3.0,2.0,-3.0,3.0,0.0,7.241251221896383,0.9779081133919844,0.015347018572825024,0.002932551319648094,192478
10.0,10,3.0,2.0,-3.0,3.0,0.0,16.239491691104593,0.31173020527859235,0.13235581622678397,0.0761485826001955,3800
10.0,80,3.0,2.0,-3.0,3.0,0.0,15.010263929618768,0.844672531769306,0.08465298142717498,0.03147605083088954,28295
10.0,1000,3.0,2.0,-3.0,3.0,0.0,12.347605083088954,0.9904203323558163,0.0061583577712609975,3.9100684261974585E-4,297042
30.0,10,3.0,2.0,-3.0,3.0,0.0,39.94574780058651,0.39178885630498533,0.13626588465298142,0.07526881720430108,8780
30.0,80,3.0,2.0,-3.0,3.0,0.0,36.395698924731185,0.9170087976539589,0.05063538611925709,0.015151515151515152,62193
30.0,1000,3.0,2.0,-3.0,3.0,0.0,32.42160312805474,0.9948191593352884,0.0019550342130987292,2.932551319648094E-4,698161
50.0,10,3.0,2.0,-3.0,3.0,0.0,61.42375366568915,0.4047898338220919,0.13294232649071358,0.07497556207233627,12538
50.0,80,3.0,2.0,-3.0,3.0,0.0,56.89374389051808,0.9332355816226784,0.040957966764418374,0.011730205278592375,94256
50.0,1000,3.0,2.0,-3.0,3.0,0.0,52.417204301075266,0.9956989247311828,0.0013685239491691105,0.0,1091753
100.0,10,3.0,2.0,-3.0,3.0,0.0,113.48465298142717,0.4085043988269795,0.1396871945259042,0.07556207233626588,22762
100.0,80,3.0,2.0,-3.0,3.0,0.0,107.96158357771262,0.9374389051808406,0.0375366568914956,0.013000977517106549,173503
100.0,1000,3.0,2.0,-3.0,3.0,0.0,102.50371456500488,0.9967741935483871,2.932551319648094E-4,0.0,2077016
